"CityID","city","Precipitation_2013","Precipitation_2014","Precipitation_2015","Precipitation_2016","Precipitation_2017","Precipitation_2018","Precipitation_2019","Precipitation_2020","Precipitation_2021","Precipitation_2022","avgtemp_2013","avgtemp_2014","avgtemp_2015","avgtemp_2016","avgtemp_2017","avgtemp_2018","avgtemp_2019","avgtemp_2020","avgtemp_2021","avgtemp_2022","climateriskscore_2013","climateriskscore_2014","climateriskscore_2015","climateriskscore_2016","climateriskscore_2017","climateriskscore_2018","climateriskscore_2019","climateriskscore_2020","climateriskscore_2021","climateriskscore_2022"
1,"Sydney",943.952435344779,866.122571276503,960.42020497111,815.152722466233,800.846182395698,1114.42627079619,1068.34736209799,1078.35954078336,936.331362052492,1145.39006212344,24.6444265040799,21.7336356244118,29.1138200659958,22.599383548331,26.7688005717369,27.7037599664886,29.0491934370467,30.4635454375515,22.8085229149359,20.7016214328211,13.0789210013453,11.9829736628416,13.3878791342681,11.3206906371831,11.213325110044,15.4130921432789,14.8256153633807,14.9873981191958,12.9405886189986,15.6858999236356
2,"Melbourne",976.982251051672,1066.08202977898,1089.93540532031,832.887294135776,964.563078008657,1090.28764144991,872.450329324747,1090.08693397495,1173.22386963767,913.544378268046,26.9019627658306,22.4986388467058,17.6195566831678,20.1946454927674,15.4494340005795,22.6208920731095,19.9028035545338,27.7149415868251,23.2686670707969,21.7731623982627,13.5644692693389,14.6643998406539,14.8848632046008,11.5090568316657,13.169829720127,14.9895863941277,12.030727128754,15.0887912847359,16.1083582699183,12.6160549582059
3,"Brisbane",1155.87083141491,947.708762368658,916.918847266375,992.24610332088,1065.34957656943,1047.53924317651,1063.79563674109,897.00363579955,1079.03716020391,840.371692049774,22.9020791274709,24.4959741559844,21.6371980667611,23.640742995004,25.7769439361609,26.4994229189185,23.6039861638037,22.1819343306611,23.4068393058675,14.8342899889489,15.8696526680816,13.1260363147018,12.6583285915536,13.7027629041785,14.7201998996489,14.4971783673985,14.6560215464906,12.4036871639406,14.8552989221695,11.501641693776
4,"Perth",1007.05083914246,1068.37455218507,966.945529988004,941.89326194335,1177.32386319276,941.747122600299,862.241037539628,972.794273143341,998.629202114616,805.398655444801,24.4993442615846,27.5894979109333,22.518675817081,22.0016124076851,23.5628525025684,21.1740148250361,22.0697325414587,24.6846916984546,26.6403738372745,17.3905208927637,13.9173314071311,14.7967839873529,13.3429805828483,12.998609074065,16.1689085592881,12.980108597838,11.9379418180242,13.464284142547,13.8478635049404,11.0864591571193
5,"Adelaide",1012.92877351609,993.917804533993,1074.08145237259,1005.47365250574,996.154320629066,946.706526267652,940.168919628033,886.602709482875,1120.61964752058,1110.40502749406,24.1585705093098,31.5823879726937,28.8221134267514,27.1662907798534,26.3992986231298,24.6848296574535,29.6528128858986,17.8776189635793,27.9986177452427,17.7149971934407,13.9888883904008,13.8838851532404,14.8975283001696,13.9496411823403,13.8100435808501,13.1164502767178,13.1286418527584,12.1789218390432,15.5015676551793,15.1597003104563
6,"Gold Coast",1171.50649868833,1063.29607130315,1098.99716086271,788.879162673947,1149.31848406277,839.916000362471,1121.0920383857,1031.6426916753,991.540905986175,1030.48721113055,21.4410678498708,30.3287458226818,24.2314028169927,22.0290895828253,24.4350362947535,24.0391150276628,31.7109127296076,20.8886692965879,26.2084378499041,23.2787795015943,16.0489080061751,14.7838558671622,15.1379235345093,10.9589706273091,15.8129471800654,11.6796623053862,15.5821120997348,14.1730092749357,13.7447141701471,14.2054050717725
7,"Cranbourne",1046.09162059892,1133.55176150594,806.149529854662,850.130174547324,1008.3022157636,999.418228612001,774.895482455415,997.032169899801,1056.3262281636,986.957811005147,32.1386128757194,27.8410214151327,27.776901157507,26.8412588440478,29.1791875944671,23.8856331273355,26.0029325113563,20.5078619408264,30.9835399157421,19.7344013419093,14.5906605321667,15.6708439150485,11.3041984212123,11.8718941708453,14.027613295404,13.8032890440401,10.8519984162993,13.7039195041472,14.7040205071629,13.5541255069068
8,"Canberra",873.493876539347,1000.72900903169,1010.71904070162,889.851656106126,1011.55321042596,1089.93556758567,822.098580911917,913.053954904063,1052.81944000151,970.638661298811,21.7644096024447,16.3876920915822,22.8230726020297,26.8829205354696,23.3173969773678,18.8968509434177,24.2652435004507,19.6393147904625,26.4819360571953,25.556362129188,12.0818732125735,13.6708072955875,13.9327153280621,12.4023471587911,13.9537240785601,14.910411253344,11.4466192821679,12.5668390278634,14.5672312544974,13.4529760599012
9,"Central Coast",931.314714810647,1101.75586369521,1060.87790117346,1098.60582210602,1032.48253133487,1103.19225565261,1130.13726728264,922.578245610381,1042.30384324103,1158.62554554068,22.5768823573119,27.7892990155009,30.6854737937604,22.2586791357414,26.9349580747843,23.3496478357173,29.4649992119528,29.6506235666068,25.2904950486305,24.1409343946995,12.8690671779549,15.2458641629128,14.758748158188,15.0932512107952,14.3051329126274,15.1762230320824,15.657796881341,12.8940557461372,14.4031944775197,15.931159295103
10,"Wollongong",955.433802990004,881.156596485202,854.917568650937,890.150999290988,912.942275473908,1009.51327044554,918.520721594735,893.79188065718,940.323577029089,1120.11455040592,29.2976695614298,27.013681488692,25.9479912734275,29.7059669723853,23.5761756735231,20.7441893279304,22.1535394734473,26.0001918504368,27.3617814774458,22.0061819382168,13.3250707644287,12.2890282495765,11.9178607408144,12.4627993299942,12.6440871864559,13.8750607258325,12.6900137440654,12.4372289124378,13.0848833232701,15.3749843108433
11,"Hobart",1122.40817974395,927.839555956398,1048.06255998752,920.048604642347,994.828178710512,945.237238277809,1124.37070185789,1043.63742621925,874.91557223988,899.626028880075,23.9175110830841,21.2088114919127,26.1891768694723,24.1076972213116,26.6230502878048,22.5615708742266,23.7727184741186,25.0580282189247,23.4571537439164,17.5782731421212,15.4437926182476,12.7953703092569,14.4979510038897,12.7494686729909,13.7968367218963,13.054394594522,15.4670637275876,14.4163262473019,12.1346840380767,12.3465791812434
12,"Geelong",1035.98138270574,1151.92177113882,917.18257296032,1007.98738186741,1090.84476987923,1329.05174433185,983.174979924389,1057.10088478141,831.839929022617,860.898301718377,28.6725057087569,21.740279155863,27.5101239358761,21.3887263118158,19.0749356265228,28.0969759810713,28.2009143165819,23.9546934880704,26.9292243508577,21.3162703865863,14.3865352169183,15.7937625316348,12.7793034515218,13.8676062844684,14.9260956442535,18.2826294440461,13.6730180186568,14.5737723335135,11.629783540652,11.9049694306434
13,"Townsville",1040.07714505941,1037.73879730239,1102.02530121644,967.725363817489,925.027421314781,1073.66855312504,1042.77756783629,1037.64748944159,954.370364099873,1108.52958809299,21.5705715163408,18.5233986202321,18.0710709890842,24.2975974047674,26.4262780561567,21.7336296717724,24.42285494159,27.943741166626,32.0206883122102,27.5709035999413,14.2991066977856,14.2069852697699,15.0550921026676,13.3889567989952,12.8622245119869,14.7502533017693,14.3921580033157,14.3941746825537,13.3653519542425,15.3318125799053
14,"Ipswich",1011.06827159451,794.777717956627,1053.84820321026,1014.6417178668,967.839393011204,1142.05753048791,1081.32788896292,915.711030258402,1068.27931922025,1056.06118060173,23.9486333627782,23.9498121008816,23.9579039503962,20.0361499261121,22.4416381750724,23.8690833557186,22.0983486134478,27.5385510743936,23.1676455485051,25.9071977726122,13.9598829551824,11.0760324814393,14.5304674551448,13.9292792367462,13.3533580036508,15.7048154069532,14.8596721584413,12.7602514249332,14.7070771672401,14.5989596968087
15,"Newcastle",944.415886524592,863.596254791762,1076.90522949956,1230.50619820457,885.222924954075,966.231935933268,934.878813063996,821.383037176473,976.096251649718,948.901901491029,22.9962524862943,24.3625200627132,24.8576969941745,26.603973118278,25.5792600805242,24.4120944873245,24.7399454073817,20.3805525456834,28.1378682590634,22.752530250787,13.0521368700538,12.0018671318111,14.855890333211,16.9388287717598,12.3145575343315,13.3713343688567,12.9598497490009,11.3593848799333,13.5773740538442,13.1070759582295
16,"Cairns",1178.69131368031,979.921898441088,1012.0719329287,887.539632874176,1035.43521964494,996.204237294541,969.540907685339,1053.08756631545,879.664906653206,1039.64519655711,20.1235454383734,16.9857981574217,20.9330830066529,20.4193280475599,20.4987258048898,23.2421358623503,22.209464697972,15.9847025942623,24.0993487293875,15.0225645294857,16.1183550911716,13.4053412756963,13.9129540991824,12.2422483326069,14.2157774446969,13.7475658811742,13.3714013964306,14.3608616027579,12.2108523966305,14.1623872446845
